COVID,NC,Normal
12.0,1.0,4.0
58.0,1.0,0.0
20.0,2.0,203.0
81.0,83.0,245.0
0.0,228.0,46.0
12.0,8.0,16.0
180.0,0.0,36.0
8.0,6.0,47.0
2.0,234.0,216.0
12.0,89.0,143.0
15.0,0.0,223.0
0.0,3.0,80.0
0.0,127.0,46.0
9.0,75.0,1.0
139.0,108.0,3.0
16.0,8.0,0.0
36.0,140.0,86.0
58.0,0.0,13.0
104.0,1.0,215.0
54.0,1.0,0.0
169.0,26.0,249.0
17.0,76.0,233.0
10.0,72.0,0.0
43.0,4.0,6.0
93.0,6.0,91.0
39.0,1.0,0.0
231.0,4.0,21.0
27.0,7.0,20.0
219.0,0.0,58.0
11.0,8.0,17.0
53.0,20.0,164.0
26.0,4.0,12.0
84.0,177.0,246.0
225.0,1.0,217.0
78.0,254.0,1.0
39.0,0.0,2.0
26.0,1.0,0.0
0.0,134.0,246.0
227.0,56.0,2.0
42.0,1.0,0.0
192.0,1.0,221.0
0.0,7.0,242.0
20.0,0.0,195.0
98.0,189.0,0.0
24.0,165.0,168.0
29.0,223.0,0.0
19.0,55.0,17.0
114.0,1.0,223.0
0.0,51.0,245.0
106.0,12.0,0.0
195.0,6.0,41.0
26.0,134.0,39.0
102.0,29.0,4.0
12.0,8.0,184.0
4.0,8.0,211.0
101.0,1.0,239.0
0.0,0.0,5.0
0.0,11.0,82.0
0.0,0.0,32.0
128.0,0.0,30.0
86.0,108.0,235.0
17.0,18.0,5.0
0.0,102.0,3.0
57.0,119.0,7.0
19.0,4.0,40.0
2.0,4.0,28.0
11.0,1.0,224.0
5.0,1.0,0.0
216.0,213.0,82.0
84.0,7.0,22.0
14.0,3.0,0.0
12.0,1.0,98.0
0.0,6.0,4.0
173.0,3.0,63.0
70.0,1.0,2.0
197.0,7.0,122.0
89.0,0.0,3.0
131.0,12.0,245.0
182.0,2.0,1.0
1.0,255.0,227.0
8.0,3.0,20.0
8.0,168.0,24.0
15.0,17.0,218.0
10.0,5.0,200.0
45.0,1.0,196.0
62.0,12.0,57.0
11.0,0.0,0.0
83.0,1.0,46.0
10.0,147.0,238.0
70.0,28.0,40.0
78.0,25.0,0.0
12.0,0.0,60.0
12.0,196.0,166.0
79.0,3.0,70.0
9.0,4.0,235.0
34.0,74.0,5.0
12.0,0.0,41.0
53.0,15.0,247.0
10.0,31.0,84.0
109.0,1.0,0.0
86.0,97.0,218.0
101.0,1.0,0.0
10.0,2.0,1.0
58.0,10.0,32.0
22.0,202.0,17.0
0.0,1.0,163.0
0.0,1.0,8.0
47.0,0.0,7.0
2.0,19.0,2.0
203.0,48.0,231.0
9.0,2.0,1.0
72.0,2.0,2.0
62.0,2.0,172.0
124.0,254.0,28.0
10.0,118.0,246.0
0.0,3.0,6.0
126.0,0.0,18.0
0.0,7.0,3.0
42.0,5.0,14.0
187.0,5.0,0.0
225.0,223.0,227.0
128.0,1.0,54.0
29.0,216.0,249.0
97.0,4.0,4.0
40.0,0.0,255.0
29.0,221.0,5.0
205.0,154.0,52.0
85.0,11.0,2.0
2.0,5.0,144.0
111.0,4.0,0.0
27.0,247.0,0.0
0.0,11.0,190.0
179.0,146.0,117.0
137.0,4.0,239.0
127.0,6.0,249.0
16.0,16.0,0.0
0.0,0.0,121.0
250.0,15.0,14.0
151.0,179.0,102.0
63.0,0.0,0.0
221.0,193.0,247.0
9.0,8.0,4.0
0.0,31.0,0.0
177.0,0.0,5.0
177.0,1.0,73.0
0.0,1.0,218.0
0.0,23.0,94.0
28.0,19.0,1.0
12.0,4.0,0.0
23.0,36.0,33.0
51.0,17.0,0.0
14.0,1.0,8.0
190.0,1.0,243.0
250.0,5.0,0.0
74.0,0.0,140.0
231.0,241.0,0.0
25.0,0.0,66.0
29.0,130.0,5.0
79.0,89.0,95.0
13.0,1.0,216.0
173.0,7.0,155.0
11.0,0.0,35.0
26.0,3.0,26.0
0.0,2.0,1.0
143.0,3.0,249.0
124.0,247.0,235.0
148.0,15.0,0.0
217.0,2.0,17.0
0.0,2.0,0.0
37.0,194.0,255.0
34.0,0.0,67.0
82.0,1.0,245.0
74.0,4.0,47.0
25.0,1.0,0.0
25.0,2.0,37.0
37.0,53.0,0.0
23.0,232.0,223.0
10.0,66.0,47.0
15.0,4.0,17.0
0.0,14.0,189.0
22.0,1.0,136.0
137.0,11.0,84.0
210.0,2.0,174.0
0.0,13.0,58.0
56.0,2.0,27.0
57.0,1.0,0.0
0.0,48.0,1.0
1.0,22.0,0.0
12.0,8.0,20.0
11.0,12.0,230.0
58.0,96.0,0.0
119.0,0.0,0.0
3.0,4.0,209.0
12.0,1.0,9.0
183.0,28.0,9.0
0.0,1.0,3.0
0.0,177.0,68.0
115.0,75.0,176.0
3.0,226.0,0.0
93.0,0.0,101.0
77.0,17.0,207.0
229.0,5.0,149.0
75.0,1.0,0.0
19.0,1.0,100.0
27.0,0.0,2.0
91.0,8.0,48.0
37.0,3.0,10.0
8.0,4.0,126.0
28.0,208.0,255.0
19.0,0.0,241.0
67.0,0.0,0.0
73.0,9.0,7.0
62.0,233.0,232.0
103.0,142.0,22.0
11.0,3.0,171.0
7.0,115.0,204.0
0.0,22.0,238.0
59.0,2.0,1.0
95.0,186.0,240.0
57.0,6.0,36.0
26.0,2.0,0.0
31.0,3.0,231.0
167.0,2.0,243.0
80.0,16.0,6.0
18.0,1.0,72.0
31.0,0.0,7.0
25.0,209.0,10.0
20.0,0.0,58.0
0.0,3.0,189.0
0.0,1.0,19.0
110.0,217.0,231.0
188.0,3.0,150.0
12.0,124.0,161.0
60.0,0.0,16.0
23.0,4.0,165.0
0.0,154.0,1.0
32.0,159.0,59.0
34.0,1.0,28.0
32.0,4.0,189.0
8.0,2.0,106.0
76.0,16.0,2.0
90.0,6.0,226.0
127.0,2.0,0.0
15.0,0.0,2.0
3.0,0.0,223.0
37.0,16.0,198.0
8.0,2.0,0.0
122.0,0.0,5.0
127.0,170.0,45.0
11.0,132.0,0.0
18.0,7.0,15.0
70.0,11.0,1.0
0.0,37.0,147.0
32.0,34.0,156.0
57.0,0.0,31.0
0.0,10.0,105.0
12.0,11.0,0.0
18.0,4.0,0.0
46.0,100.0,92.0
30.0,185.0,134.0
194.0,138.0,0.0
1.0,2.0,250.0
23.0,20.0,17.0
176.0,23.0,26.0
26.0,10.0,127.0
14.0,0.0,245.0
2.0,2.0,25.0
235.0,0.0,0.0
62.0,13.0,196.0
0.0,1.0,183.0
22.0,2.0,217.0
141.0,0.0,6.0
0.0,2.0,192.0
32.0,159.0,102.0
98.0,9.0,77.0
48.0,196.0,137.0
3.0,0.0,27.0
112.0,163.0,41.0
91.0,3.0,0.0
21.0,113.0,22.0
0.0,6.0,245.0
127.0,3.0,22.0
111.0,2.0,40.0
22.0,253.0,51.0
129.0,31.0,240.0
12.0,205.0,241.0
80.0,118.0,0.0
31.0,1.0,48.0
0.0,18.0,248.0
36.0,24.0,16.0
78.0,0.0,25.0
33.0,0.0,175.0
11.0,1.0,4.0
20.0,137.0,127.0
109.0,0.0,0.0
71.0,0.0,167.0
10.0,4.0,5.0
104.0,0.0,204.0
27.0,5.0,54.0
12.0,2.0,0.0
1.0,2.0,25.0
174.0,5.0,2.0
194.0,46.0,253.0
0.0,14.0,45.0
112.0,69.0,0.0
0.0,22.0,45.0
23.0,9.0,245.0
2.0,14.0,0.0
19.0,6.0,10.0
121.0,7.0,4.0
153.0,7.0,3.0
35.0,218.0,41.0
134.0,4.0,113.0
2.0,23.0,16.0
10.0,3.0,4.0
117.0,70.0,166.0
7.0,2.0,89.0
9.0,107.0,74.0
255.0,56.0,18.0
135.0,0.0,3.0
10.0,2.0,5.0
0.0,4.0,202.0
7.0,5.0,0.0
140.0,2.0,239.0
6.0,12.0,9.0
102.0,4.0,110.0
26.0,7.0,1.0
38.0,0.0,0.0
5.0,0.0,25.0
12.0,68.0,232.0
74.0,1.0,25.0
41.0,63.0,236.0
2.0,0.0,2.0
201.0,214.0,0.0
117.0,0.0,119.0
63.0,6.0,178.0
117.0,9.0,2.0
5.0,0.0,74.0
150.0,0.0,235.0
158.0,0.0,254.0
90.0,3.0,226.0
83.0,7.0,154.0
166.0,147.0,130.0
2.0,1.0,77.0
30.0,1.0,5.0
63.0,6.0,39.0
11.0,164.0,0.0
3.0,4.0,232.0
16.0,0.0,0.0
35.0,247.0,6.0
30.0,23.0,227.0
69.0,0.0,0.0
148.0,1.0,101.0
44.0,0.0,0.0
23.0,3.0,1.0
9.0,1.0,0.0
32.0,2.0,154.0
49.0,2.0,251.0
175.0,4.0,5.0
0.0,39.0,251.0
132.0,115.0,4.0
105.0,3.0,0.0
55.0,0.0,15.0
0.0,24.0,0.0
8.0,5.0,134.0
45.0,0.0,196.0
10.0,103.0,13.0
102.0,0.0,2.0
20.0,1.0,40.0
37.0,2.0,3.0
122.0,2.0,0.0
115.0,0.0,165.0
3.0,0.0,1.0
0.0,11.0,189.0
6.0,1.0,0.0
132.0,140.0,4.0
66.0,8.0,1.0
35.0,4.0,29.0
37.0,1.0,112.0
98.0,25.0,2.0
93.0,10.0,159.0
229.0,0.0,0.0
92.0,0.0,0.0
12.0,4.0,248.0
24.0,11.0,10.0
185.0,88.0,55.0
83.0,43.0,2.0
180.0,44.0,162.0
42.0,129.0,0.0
1.0,192.0,11.0
110.0,30.0,0.0
6.0,13.0,158.0
88.0,0.0,0.0
19.0,6.0,0.0
42.0,7.0,119.0
72.0,117.0,227.0
6.0,121.0,17.0
10.0,3.0,182.0
34.0,10.0,27.0
36.0,4.0,0.0
110.0,8.0,252.0
0.0,198.0,0.0
189.0,2.0,27.0
7.0,0.0,121.0
11.0,18.0,3.0
26.0,5.0,36.0
24.0,1.0,7.0
116.0,1.0,7.0
2.0,1.0,31.0
3.0,168.0,24.0
0.0,0.0,13.0
227.0,0.0,159.0
93.0,3.0,0.0
12.0,5.0,14.0
96.0,94.0,1.0
16.0,164.0,255.0
231.0,0.0,11.0
53.0,235.0,5.0
6.0,0.0,1.0
68.0,0.0,131.0
152.0,1.0,54.0
23.0,1.0,15.0
118.0,0.0,219.0
0.0,0.0,8.0
0.0,0.0,233.0
18.0,3.0,41.0
93.0,8.0,61.0
205.0,5.0,44.0
12.0,18.0,61.0
255.0,8.0,0.0
9.0,4.0,80.0
0.0,0.0,254.0
60.0,4.0,13.0
46.0,3.0,28.0
11.0,17.0,53.0
5.0,1.0,54.0
22.0,132.0,1.0
30.0,1.0,52.0
166.0,131.0,43.0
156.0,25.0,3.0
32.0,1.0,89.0
127.0,0.0,145.0
12.0,0.0,181.0
39.0,139.0,241.0
30.0,0.0,192.0
118.0,54.0,5.0
22.0,2.0,0.0
8.0,21.0,7.0
76.0,103.0,5.0
188.0,2.0,210.0
59.0,1.0,8.0
58.0,92.0,172.0
19.0,1.0,53.0
120.0,69.0,12.0
91.0,0.0,106.0
30.0,4.0,18.0
10.0,2.0,23.0
63.0,46.0,56.0
10.0,1.0,5.0
0.0,17.0,241.0
0.0,3.0,255.0
24.0,0.0,0.0
0.0,4.0,157.0
217.0,9.0,246.0
70.0,151.0,0.0
95.0,0.0,87.0
0.0,1.0,146.0
106.0,16.0,30.0
193.0,222.0,7.0
1.0,36.0,3.0
165.0,0.0,143.0
2.0,0.0,6.0
178.0,2.0,182.0
137.0,150.0,14.0
2.0,126.0,0.0
144.0,0.0,0.0
23.0,12.0,0.0
9.0,2.0,188.0
18.0,11.0,203.0
91.0,6.0,1.0
26.0,158.0,0.0
113.0,0.0,4.0
49.0,0.0,66.0
29.0,0.0,255.0
18.0,14.0,38.0
172.0,18.0,11.0
42.0,0.0,100.0
48.0,10.0,0.0
2.0,21.0,225.0
226.0,4.0,2.0
0.0,7.0,6.0
105.0,1.0,183.0
58.0,6.0,0.0
26.0,2.0,17.0
94.0,0.0,255.0
56.0,3.0,59.0
8.0,0.0,0.0
22.0,0.0,5.0
134.0,1.0,86.0
78.0,3.0,207.0
143.0,0.0,100.0
138.0,1.0,2.0
7.0,1.0,1.0
54.0,3.0,48.0
25.0,1.0,11.0
12.0,69.0,255.0
78.0,0.0,6.0
252.0,0.0,13.0
185.0,1.0,116.0
54.0,35.0,0.0
198.0,0.0,10.0
27.0,6.0,210.0
22.0,0.0,6.0
101.0,1.0,0.0
60.0,0.0,0.0
17.0,155.0,0.0
41.0,6.0,0.0
0.0,11.0,135.0
12.0,4.0,41.0
10.0,0.0,159.0
0.0,3.0,1.0
0.0,0.0,97.0
21.0,142.0,254.0
21.0,2.0,20.0
187.0,10.0,0.0
10.0,0.0,3.0
194.0,202.0,14.0
173.0,3.0,53.0
1.0,1.0,254.0
2.0,14.0,0.0
9.0,8.0,1.0
91.0,0.0,65.0
20.0,0.0,29.0
165.0,1.0,81.0
0.0,17.0,63.0
90.0,4.0,206.0
10.0,1.0,229.0
96.0,6.0,0.0
3.0,1.0,155.0
0.0,80.0,194.0
142.0,132.0,2.0
0.0,17.0,241.0
226.0,0.0,188.0
140.0,224.0,20.0
37.0,2.0,0.0
40.0,0.0,0.0
43.0,122.0,11.0
21.0,49.0,0.0
75.0,0.0,255.0
44.0,21.0,60.0
1.0,135.0,121.0
4.0,143.0,0.0
210.0,1.0,82.0
76.0,3.0,0.0
36.0,2.0,251.0
12.0,3.0,240.0
90.0,14.0,94.0
177.0,29.0,21.0
255.0,23.0,58.0
21.0,0.0,51.0
11.0,3.0,243.0
3.0,3.0,34.0
26.0,1.0,0.0
20.0,0.0,236.0
126.0,10.0,59.0
90.0,0.0,0.0
14.0,6.0,0.0
35.0,0.0,0.0
63.0,101.0,16.0
26.0,1.0,0.0
41.0,69.0,52.0
2.0,0.0,189.0
222.0,1.0,9.0
46.0,10.0,11.0
3.0,3.0,162.0
60.0,25.0,32.0
14.0,181.0,51.0
74.0,28.0,1.0
26.0,9.0,188.0
122.0,2.0,230.0
23.0,26.0,223.0
21.0,14.0,0.0
90.0,0.0,19.0
216.0,72.0,43.0
66.0,1.0,0.0
0.0,0.0,0.0
0.0,132.0,10.0
112.0,255.0,236.0
1.0,5.0,0.0
74.0,0.0,34.0
97.0,2.0,4.0
0.0,10.0,129.0
19.0,8.0,0.0
0.0,233.0,0.0
32.0,10.0,2.0
0.0,37.0,32.0
0.0,10.0,14.0
114.0,0.0,117.0
26.0,7.0,30.0
7.0,2.0,1.0
26.0,2.0,138.0
0.0,0.0,4.0
33.0,3.0,254.0
20.0,7.0,119.0
1.0,18.0,0.0
4.0,2.0,21.0
2.0,0.0,10.0
20.0,13.0,161.0
0.0,151.0,0.0
106.0,169.0,0.0
29.0,4.0,247.0
0.0,0.0,0.0
86.0,255.0,0.0
50.0,69.0,125.0
6.0,0.0,11.0
8.0,98.0,21.0
54.0,1.0,129.0
231.0,0.0,0.0
68.0,186.0,159.0
1.0,131.0,156.0
73.0,87.0,0.0
1.0,5.0,204.0
130.0,3.0,216.0
97.0,2.0,100.0
57.0,214.0,75.0
0.0,255.0,0.0
2.0,26.0,227.0
33.0,207.0,0.0
23.0,4.0,1.0
20.0,87.0,0.0
30.0,0.0,1.0
101.0,0.0,43.0
29.0,11.0,11.0
11.0,5.0,11.0
28.0,0.0,0.0
2.0,7.0,242.0
0.0,30.0,8.0
58.0,0.0,0.0
88.0,0.0,147.0
35.0,0.0,9.0
65.0,190.0,138.0
17.0,0.0,19.0
45.0,54.0,51.0
32.0,5.0,0.0
119.0,38.0,113.0
47.0,2.0,224.0
10.0,24.0,219.0
0.0,4.0,0.0
242.0,230.0,88.0
164.0,219.0,0.0
12.0,0.0,0.0
3.0,2.0,139.0
50.0,141.0,18.0
190.0,7.0,250.0
29.0,13.0,8.0
202.0,158.0,0.0
0.0,148.0,20.0
34.0,0.0,2.0
24.0,181.0,3.0
121.0,22.0,49.0
3.0,5.0,194.0
96.0,1.0,6.0
104.0,3.0,178.0
176.0,0.0,27.0
26.0,2.0,1.0
179.0,1.0,206.0
30.0,1.0,6.0
215.0,11.0,0.0
24.0,6.0,4.0
0.0,4.0,24.0
1.0,4.0,169.0
14.0,0.0,214.0
32.0,3.0,3.0
12.0,2.0,2.0
12.0,0.0,90.0
56.0,87.0,43.0
32.0,1.0,228.0
97.0,2.0,156.0
173.0,0.0,50.0
54.0,4.0,65.0
12.0,71.0,15.0
0.0,0.0,0.0
54.0,19.0,18.0
43.0,0.0,16.0
229.0,2.0,0.0
186.0,8.0,243.0
1.0,0.0,0.0
113.0,0.0,228.0
41.0,4.0,50.0
14.0,3.0,0.0
190.0,1.0,57.0
26.0,220.0,16.0
38.0,4.0,243.0
188.0,4.0,235.0
32.0,2.0,10.0
0.0,0.0,0.0
41.0,4.0,1.0
0.0,7.0,0.0
11.0,2.0,0.0
137.0,0.0,235.0
157.0,6.0,171.0
178.0,7.0,218.0
98.0,13.0,1.0
41.0,2.0,7.0
22.0,2.0,2.0
106.0,2.0,154.0
158.0,1.0,226.0
202.0,2.0,1.0
180.0,0.0,0.0
91.0,235.0,79.0
21.0,3.0,27.0
36.0,189.0,229.0
122.0,0.0,0.0
0.0,11.0,15.0
169.0,0.0,255.0
10.0,12.0,22.0
0.0,2.0,0.0
64.0,2.0,1.0
0.0,0.0,135.0
0.0,161.0,54.0
72.0,54.0,47.0
52.0,111.0,0.0
79.0,5.0,212.0
157.0,133.0,1.0
3.0,4.0,178.0
68.0,0.0,0.0
16.0,2.0,249.0
9.0,199.0,0.0
26.0,0.0,147.0
109.0,2.0,4.0
1.0,52.0,147.0
78.0,17.0,14.0
39.0,3.0,123.0
0.0,1.0,230.0
32.0,116.0,29.0
56.0,6.0,214.0
187.0,219.0,0.0
54.0,244.0,0.0
0.0,213.0,0.0
37.0,33.0,242.0
19.0,88.0,140.0
0.0,2.0,193.0
0.0,152.0,106.0
22.0,0.0,176.0
30.0,0.0,31.0
52.0,0.0,2.0
0.0,14.0,219.0
234.0,4.0,92.0
25.0,1.0,251.0
1.0,23.0,6.0
78.0,4.0,0.0
234.0,29.0,168.0
0.0,28.0,2.0
123.0,4.0,16.0
12.0,0.0,3.0
38.0,2.0,11.0
44.0,221.0,27.0
14.0,2.0,241.0
10.0,3.0,85.0
11.0,20.0,28.0
56.0,0.0,210.0
42.0,0.0,0.0
225.0,153.0,11.0
23.0,0.0,176.0
118.0,1.0,51.0
44.0,2.0,0.0
12.0,1.0,42.0
8.0,0.0,0.0
94.0,0.0,238.0
53.0,30.0,12.0
0.0,3.0,12.0
153.0,0.0,4.0
159.0,25.0,184.0
74.0,8.0,166.0
33.0,1.0,178.0
7.0,127.0,217.0
56.0,8.0,1.0
34.0,2.0,213.0
120.0,113.0,29.0
62.0,0.0,8.0
0.0,1.0,0.0
11.0,0.0,143.0
15.0,24.0,181.0
25.0,10.0,229.0
103.0,15.0,16.0
61.0,0.0,52.0
86.0,1.0,7.0
211.0,0.0,208.0
198.0,1.0,53.0
22.0,2.0,82.0
135.0,150.0,35.0
34.0,2.0,94.0
94.0,0.0,154.0
226.0,0.0,89.0
1.0,148.0,20.0
7.0,3.0,26.0
0.0,4.0,238.0
11.0,72.0,5.0
107.0,4.0,105.0
0.0,1.0,8.0
20.0,0.0,3.0
0.0,10.0,77.0
183.0,3.0,9.0
124.0,7.0,14.0
0.0,2.0,234.0
29.0,12.0,226.0
12.0,1.0,222.0
22.0,1.0,43.0
41.0,0.0,232.0
4.0,6.0,0.0
19.0,1.0,34.0
14.0,29.0,55.0
71.0,0.0,155.0
19.0,7.0,0.0
20.0,3.0,35.0
0.0,1.0,186.0
32.0,89.0,173.0
33.0,2.0,0.0
36.0,2.0,87.0
40.0,4.0,254.0
3.0,2.0,167.0
9.0,0.0,32.0
3.0,8.0,0.0
38.0,1.0,0.0
3.0,0.0,185.0
188.0,19.0,234.0
213.0,149.0,18.0
225.0,3.0,93.0
12.0,58.0,83.0
18.0,33.0,69.0
2.0,0.0,30.0
159.0,1.0,85.0
2.0,8.0,0.0
19.0,0.0,0.0
68.0,4.0,2.0
44.0,1.0,51.0
0.0,1.0,0.0
0.0,11.0,86.0
67.0,67.0,238.0
32.0,16.0,230.0
28.0,11.0,217.0
12.0,3.0,154.0
69.0,2.0,36.0
32.0,0.0,189.0
0.0,13.0,175.0
1.0,16.0,0.0
28.0,0.0,133.0
156.0,55.0,192.0
0.0,4.0,12.0
73.0,1.0,155.0
3.0,4.0,148.0
1.0,0.0,4.0
8.0,1.0,212.0
6.0,1.0,0.0
146.0,1.0,41.0
0.0,7.0,39.0
135.0,1.0,1.0
230.0,5.0,0.0
40.0,11.0,251.0
16.0,0.0,149.0
7.0,3.0,78.0
35.0,0.0,70.0
143.0,1.0,235.0
29.0,2.0,156.0
102.0,0.0,224.0
1.0,19.0,56.0
92.0,11.0,230.0
4.0,244.0,1.0
106.0,179.0,243.0
20.0,163.0,1.0
227.0,1.0,20.0
225.0,153.0,108.0
79.0,0.0,191.0
11.0,86.0,28.0
3.0,0.0,21.0
175.0,4.0,0.0
24.0,5.0,0.0
128.0,42.0,113.0
175.0,18.0,23.0
45.0,18.0,0.0
91.0,35.0,221.0
0.0,2.0,80.0
18.0,69.0,160.0
14.0,208.0,5.0
128.0,1.0,209.0
92.0,2.0,236.0
2.0,3.0,8.0
19.0,6.0,230.0
22.0,4.0,9.0
254.0,0.0,0.0
34.0,92.0,5.0
93.0,0.0,208.0
2.0,0.0,11.0
41.0,19.0,0.0
39.0,2.0,10.0
102.0,10.0,202.0
115.0,2.0,0.0
118.0,105.0,0.0
11.0,3.0,0.0
143.0,202.0,1.0
0.0,2.0,1.0
26.0,9.0,4.0
0.0,25.0,1.0
80.0,12.0,74.0
32.0,51.0,85.0
14.0,6.0,3.0
110.0,6.0,4.0
166.0,184.0,234.0
4.0,27.0,56.0
12.0,0.0,5.0
22.0,9.0,27.0
0.0,177.0,23.0
110.0,132.0,65.0
12.0,11.0,254.0
12.0,0.0,50.0
83.0,11.0,205.0
2.0,2.0,183.0
3.0,138.0,173.0
30.0,0.0,0.0
8.0,0.0,0.0
164.0,25.0,4.0
0.0,88.0,154.0
32.0,7.0,37.0
53.0,9.0,96.0
183.0,3.0,208.0
168.0,138.0,27.0
35.0,12.0,3.0
2.0,77.0,8.0
74.0,1.0,173.0
16.0,1.0,3.0
80.0,2.0,168.0
0.0,1.0,170.0
0.0,13.0,2.0
3.0,113.0,53.0
0.0,9.0,37.0
72.0,11.0,11.0
0.0,210.0,248.0
12.0,2.0,205.0
23.0,31.0,159.0
9.0,70.0,1.0
0.0,0.0,7.0
26.0,7.0,0.0
1.0,222.0,207.0
26.0,4.0,2.0
66.0,2.0,86.0
4.0,1.0,61.0
15.0,0.0,45.0
81.0,138.0,4.0
39.0,1.0,91.0
26.0,217.0,0.0
114.0,1.0,195.0
5.0,187.0,238.0
1.0,1.0,5.0
11.0,49.0,233.0
2.0,22.0,150.0
59.0,0.0,244.0
255.0,0.0,1.0
49.0,0.0,1.0
34.0,245.0,211.0
80.0,1.0,118.0
41.0,0.0,236.0
23.0,3.0,249.0
21.0,13.0,255.0
232.0,1.0,44.0
23.0,81.0,12.0
76.0,5.0,75.0
27.0,0.0,255.0
3.0,12.0,59.0
57.0,42.0,79.0
11.0,15.0,62.0
0.0,9.0,0.0
202.0,3.0,1.0
10.0,0.0,178.0
51.0,4.0,19.0
85.0,2.0,0.0
95.0,4.0,111.0
181.0,3.0,246.0
197.0,0.0,168.0
62.0,2.0,5.0
4.0,57.0,32.0
3.0,0.0,193.0
0.0,236.0,189.0
17.0,1.0,6.0
250.0,0.0,1.0
102.0,0.0,0.0
61.0,54.0,0.0
0.0,2.0,0.0
216.0,0.0,148.0
0.0,14.0,39.0
0.0,12.0,220.0
0.0,1.0,15.0
0.0,38.0,124.0
255.0,2.0,30.0
212.0,10.0,4.0
254.0,2.0,0.0
252.0,2.0,142.0
254.0,0.0,9.0
249.0,3.0,1.0
255.0,0.0,0.0
108.0,224.0,216.0
250.0,13.0,40.0
254.0,5.0,19.0
243.0,1.0,209.0
194.0,2.0,0.0
255.0,15.0,44.0
245.0,0.0,19.0
39.0,0.0,0.0
253.0,0.0,204.0
16.0,185.0,7.0
46.0,33.0,4.0
23.0,4.0,191.0
16.0,1.0,162.0
12.0,12.0,0.0
12.0,21.0,0.0
3.0,187.0,236.0
0.0,4.0,41.0
70.0,28.0,15.0
69.0,254.0,4.0
11.0,0.0,194.0
7.0,174.0,203.0
178.0,0.0,2.0
0.0,5.0,62.0
255.0,228.0,4.0
0.0,4.0,4.0
0.0,8.0,0.0
0.0,0.0,0.0
23.0,19.0,1.0
140.0,4.0,16.0
4.0,134.0,0.0
163.0,0.0,147.0
158.0,252.0,87.0
5.0,2.0,5.0
254.0,0.0,3.0
249.0,0.0,8.0
254.0,4.0,220.0
10.0,44.0,1.0
254.0,4.0,23.0
0.0,0.0,0.0
27.0,0.0,32.0
77.0,176.0,221.0
1.0,238.0,0.0
0.0,3.0,92.0
192.0,0.0,1.0
3.0,1.0,9.0
0.0,2.0,200.0
1.0,9.0,1.0
0.0,12.0,214.0
0.0,0.0,0.0
0.0,3.0,1.0
0.0,0.0,0.0
0.0,5.0,4.0
188.0,5.0,203.0
2.0,52.0,54.0
0.0,3.0,196.0
0.0,0.0,7.0
0.0,63.0,3.0
0.0,167.0,0.0
0.0,0.0,99.0
139.0,4.0,115.0
134.0,2.0,18.0
1.0,195.0,25.0
104.0,52.0,137.0
0.0,95.0,4.0
21.0,0.0,9.0
37.0,3.0,0.0
1.0,9.0,15.0
245.0,6.0,4.0
39.0,2.0,218.0
0.0,2.0,34.0
0.0,5.0,2.0
145.0,8.0,25.0
121.0,45.0,80.0
35.0,2.0,223.0
53.0,214.0,20.0
16.0,0.0,161.0
254.0,126.0,245.0
224.0,0.0,23.0
201.0,6.0,7.0
254.0,1.0,28.0
214.0,5.0,0.0
31.0,255.0,1.0
224.0,3.0,166.0
44.0,0.0,100.0
253.0,255.0,4.0
154.0,79.0,252.0
255.0,5.0,12.0
97.0,4.0,41.0
255.0,0.0,1.0
29.0,3.0,10.0
36.0,14.0,6.0
61.0,0.0,234.0
31.0,0.0,224.0
106.0,166.0,2.0
7.0,112.0,3.0
27.0,7.0,9.0
187.0,5.0,18.0
3.0,13.0,0.0
0.0,6.0,0.0
10.0,128.0,3.0
12.0,3.0,235.0
152.0,0.0,22.0
81.0,13.0,0.0
120.0,0.0,215.0
2.0,47.0,35.0
40.0,9.0,3.0
98.0,0.0,8.0
204.0,102.0,198.0
12.0,74.0,42.0
0.0,157.0,27.0
26.0,219.0,163.0
12.0,5.0,218.0
114.0,11.0,45.0
26.0,0.0,3.0
211.0,6.0,2.0
46.0,0.0,0.0
28.0,9.0,156.0
10.0,119.0,0.0
14.0,5.0,0.0
2.0,7.0,135.0
71.0,121.0,86.0
222.0,180.0,188.0
215.0,80.0,57.0
23.0,24.0,247.0
129.0,61.0,23.0
40.0,2.0,31.0
15.0,14.0,80.0
84.0,10.0,1.0
10.0,3.0,15.0
58.0,8.0,209.0
36.0,0.0,0.0
184.0,3.0,46.0
62.0,0.0,23.0
2.0,33.0,209.0
104.0,16.0,0.0
12.0,20.0,240.0
34.0,12.0,3.0
6.0,215.0,241.0
30.0,0.0,253.0
129.0,3.0,148.0
0.0,3.0,9.0
0.0,0.0,120.0
41.0,13.0,207.0
12.0,2.0,8.0
105.0,0.0,0.0
24.0,1.0,216.0
124.0,0.0,1.0
173.0,14.0,49.0
147.0,7.0,64.0
80.0,0.0,0.0
50.0,0.0,91.0
1.0,16.0,0.0
34.0,7.0,0.0
88.0,23.0,0.0
104.0,167.0,13.0
7.0,25.0,229.0
72.0,2.0,3.0
34.0,1.0,57.0
25.0,12.0,5.0
131.0,2.0,174.0
63.0,2.0,116.0
2.0,0.0,52.0
255.0,4.0,50.0
49.0,7.0,231.0
19.0,20.0,102.0
8.0,2.0,2.0
