COVID,NC,Normal
23.0,73.0,3.0
61.0,20.0,173.0
25.0,34.0,0.0
12.0,5.0,20.0
190.0,105.0,142.0
0.0,0.0,1.0
195.0,4.0,1.0
125.0,0.0,4.0
2.0,0.0,0.0
116.0,73.0,1.0
12.0,27.0,0.0
22.0,45.0,0.0
135.0,100.0,0.0
12.0,16.0,54.0
52.0,172.0,105.0
24.0,16.0,0.0
100.0,94.0,235.0
0.0,255.0,84.0
11.0,28.0,1.0
21.0,41.0,3.0
31.0,65.0,189.0
47.0,22.0,25.0
23.0,86.0,2.0
0.0,9.0,20.0
8.0,24.0,6.0
0.0,18.0,0.0
0.0,15.0,0.0
251.0,73.0,172.0
34.0,115.0,255.0
132.0,14.0,0.0
10.0,25.0,247.0
26.0,112.0,12.0
47.0,22.0,7.0
4.0,15.0,51.0
12.0,58.0,20.0
11.0,48.0,241.0
143.0,16.0,11.0
0.0,0.0,96.0
30.0,79.0,8.0
21.0,0.0,235.0
7.0,47.0,5.0
39.0,0.0,5.0
26.0,125.0,6.0
7.0,18.0,196.0
35.0,65.0,96.0
0.0,82.0,10.0
34.0,42.0,0.0
11.0,7.0,42.0
23.0,71.0,12.0
11.0,4.0,17.0
11.0,1.0,212.0
8.0,84.0,0.0
83.0,0.0,16.0
155.0,46.0,4.0
11.0,30.0,247.0
121.0,27.0,212.0
22.0,9.0,3.0
210.0,54.0,86.0
12.0,198.0,115.0
96.0,48.0,0.0
37.0,10.0,0.0
10.0,5.0,250.0
5.0,1.0,5.0
47.0,0.0,222.0
99.0,5.0,26.0
25.0,18.0,0.0
7.0,69.0,60.0
197.0,43.0,3.0
8.0,42.0,164.0
95.0,0.0,6.0
68.0,12.0,0.0
23.0,3.0,12.0
159.0,0.0,109.0
209.0,191.0,222.0
11.0,14.0,3.0
18.0,0.0,0.0
98.0,2.0,246.0
8.0,0.0,245.0
254.0,1.0,40.0
38.0,0.0,182.0
18.0,11.0,7.0
0.0,0.0,0.0
31.0,90.0,0.0
116.0,1.0,0.0
0.0,18.0,0.0
191.0,0.0,0.0
143.0,26.0,0.0
24.0,27.0,14.0
72.0,32.0,0.0
68.0,25.0,0.0
24.0,6.0,14.0
23.0,81.0,0.0
17.0,31.0,0.0
12.0,81.0,0.0
28.0,211.0,0.0
199.0,37.0,0.0
0.0,0.0,0.0
129.0,0.0,0.0
27.0,0.0,192.0
0.0,18.0,0.0
10.0,23.0,0.0
0.0,0.0,0.0
14.0,2.0,0.0
0.0,49.0,0.0
182.0,8.0,105.0
0.0,12.0,70.0
31.0,9.0,0.0
0.0,0.0,0.0
17.0,89.0,16.0
100.0,135.0,207.0
65.0,18.0,0.0
29.0,3.0,0.0
206.0,40.0,0.0
89.0,59.0,0.0
50.0,50.0,0.0
224.0,2.0,0.0
0.0,159.0,0.0
17.0,13.0,0.0
194.0,55.0,0.0
32.0,0.0,39.0
75.0,13.0,0.0
6.0,44.0,0.0
0.0,85.0,0.0
3.0,63.0,0.0
6.0,17.0,0.0
77.0,14.0,0.0
208.0,197.0,0.0
52.0,1.0,0.0
194.0,61.0,0.0
229.0,144.0,0.0
0.0,7.0,231.0
38.0,73.0,0.0
123.0,0.0,69.0
57.0,22.0,9.0
33.0,140.0,0.0
78.0,10.0,77.0
1.0,11.0,141.0
0.0,8.0,71.0
18.0,0.0,160.0
2.0,8.0,36.0
0.0,0.0,2.0
72.0,141.0,41.0
27.0,16.0,0.0
1.0,30.0,7.0
53.0,0.0,32.0
214.0,134.0,3.0
0.0,4.0,104.0
17.0,0.0,0.0
0.0,2.0,10.0
72.0,79.0,40.0
254.0,134.0,9.0
30.0,12.0,0.0
105.0,122.0,78.0
111.0,12.0,0.0
19.0,16.0,17.0
0.0,0.0,130.0
136.0,0.0,32.0
170.0,47.0,0.0
1.0,33.0,0.0
13.0,181.0,0.0
42.0,64.0,12.0
190.0,0.0,158.0
41.0,0.0,140.0
222.0,0.0,22.0
5.0,41.0,143.0
146.0,3.0,63.0
12.0,27.0,23.0
61.0,203.0,113.0
10.0,248.0,33.0
32.0,173.0,15.0
30.0,26.0,82.0
0.0,0.0,0.0
30.0,16.0,0.0
122.0,36.0,27.0
2.0,114.0,58.0
0.0,129.0,129.0
232.0,0.0,30.0
25.0,82.0,11.0
96.0,10.0,0.0
32.0,84.0,5.0
0.0,56.0,14.0
18.0,83.0,56.0
0.0,60.0,45.0
34.0,63.0,240.0
10.0,0.0,2.0
71.0,13.0,41.0
25.0,2.0,12.0
23.0,79.0,58.0
40.0,0.0,0.0
116.0,26.0,0.0
83.0,1.0,68.0
226.0,0.0,20.0
5.0,24.0,0.0
22.0,9.0,0.0
7.0,55.0,0.0
0.0,0.0,216.0
106.0,37.0,2.0
2.0,9.0,0.0
10.0,8.0,0.0
0.0,18.0,1.0
0.0,110.0,25.0
10.0,216.0,0.0
0.0,31.0,32.0
27.0,3.0,6.0
15.0,29.0,0.0
0.0,0.0,23.0
11.0,0.0,1.0
41.0,10.0,43.0
99.0,21.0,2.0
96.0,108.0,20.0
12.0,0.0,3.0
30.0,15.0,0.0
16.0,6.0,24.0
18.0,44.0,17.0
3.0,46.0,36.0
166.0,33.0,66.0
0.0,50.0,145.0
55.0,62.0,72.0
51.0,0.0,0.0
255.0,33.0,123.0
218.0,62.0,0.0
10.0,49.0,0.0
47.0,8.0,0.0
18.0,11.0,86.0
77.0,31.0,0.0
0.0,185.0,55.0
74.0,0.0,0.0
0.0,27.0,79.0
7.0,86.0,141.0
32.0,21.0,0.0
115.0,0.0,50.0
3.0,214.0,36.0
58.0,18.0,120.0
0.0,0.0,52.0
0.0,101.0,0.0
9.0,71.0,89.0
57.0,22.0,7.0
96.0,106.0,75.0
24.0,14.0,0.0
1.0,14.0,0.0
233.0,16.0,41.0
1.0,7.0,114.0
12.0,2.0,131.0
26.0,0.0,0.0
16.0,45.0,0.0
4.0,2.0,0.0
4.0,41.0,39.0
53.0,17.0,0.0
10.0,24.0,138.0
96.0,0.0,11.0
12.0,0.0,0.0
12.0,4.0,0.0
29.0,2.0,77.0
255.0,0.0,0.0
109.0,3.0,59.0
136.0,4.0,0.0
254.0,18.0,0.0
1.0,0.0,63.0
0.0,212.0,0.0
88.0,65.0,1.0
114.0,36.0,7.0
95.0,42.0,46.0
38.0,11.0,62.0
0.0,9.0,1.0
230.0,13.0,0.0
24.0,31.0,0.0
106.0,91.0,0.0
56.0,0.0,35.0
198.0,2.0,40.0
12.0,178.0,42.0
67.0,88.0,234.0
157.0,103.0,0.0
39.0,47.0,0.0
11.0,22.0,116.0
1.0,0.0,0.0
37.0,117.0,74.0
0.0,18.0,29.0
15.0,0.0,35.0
21.0,43.0,0.0
107.0,238.0,0.0
0.0,17.0,79.0
3.0,0.0,176.0
31.0,82.0,0.0
229.0,1.0,0.0
76.0,39.0,0.0
0.0,0.0,33.0
186.0,0.0,36.0
4.0,2.0,88.0
28.0,0.0,127.0
8.0,1.0,43.0
92.0,19.0,207.0
132.0,0.0,63.0
10.0,61.0,231.0
236.0,62.0,0.0
0.0,23.0,74.0
10.0,30.0,15.0
79.0,108.0,0.0
168.0,8.0,26.0
25.0,79.0,112.0
77.0,116.0,0.0
19.0,38.0,0.0
187.0,207.0,72.0
28.0,0.0,0.0
30.0,23.0,62.0
225.0,73.0,66.0
202.0,15.0,0.0
0.0,37.0,51.0
152.0,128.0,0.0
92.0,0.0,0.0
50.0,40.0,88.0
0.0,1.0,158.0
1.0,78.0,35.0
36.0,4.0,0.0
141.0,122.0,38.0
42.0,0.0,47.0
42.0,0.0,247.0
213.0,8.0,43.0
108.0,67.0,17.0
32.0,128.0,19.0
36.0,0.0,0.0
104.0,55.0,0.0
0.0,14.0,35.0
89.0,189.0,61.0
62.0,3.0,0.0
73.0,149.0,35.0
2.0,70.0,117.0
0.0,203.0,45.0
67.0,0.0,3.0
144.0,207.0,43.0
59.0,5.0,42.0
30.0,48.0,14.0
0.0,2.0,42.0
23.0,205.0,22.0
0.0,5.0,0.0
14.0,11.0,0.0
16.0,37.0,8.0
12.0,0.0,243.0
230.0,41.0,22.0
33.0,18.0,82.0
30.0,22.0,52.0
30.0,123.0,39.0
13.0,191.0,15.0
12.0,82.0,11.0
30.0,2.0,41.0
11.0,206.0,28.0
101.0,7.0,14.0
254.0,8.0,0.0
36.0,15.0,1.0
35.0,103.0,0.0
169.0,0.0,246.0
27.0,0.0,1.0
29.0,9.0,72.0
103.0,9.0,34.0
36.0,20.0,0.0
203.0,3.0,16.0
103.0,15.0,54.0
15.0,18.0,252.0
225.0,22.0,0.0
54.0,70.0,0.0
0.0,109.0,34.0
127.0,133.0,0.0
9.0,79.0,80.0
18.0,43.0,85.0
91.0,38.0,0.0
18.0,17.0,76.0
58.0,91.0,0.0
22.0,51.0,16.0
54.0,13.0,16.0
17.0,176.0,11.0
13.0,6.0,1.0
104.0,66.0,0.0
254.0,0.0,125.0
0.0,15.0,38.0
38.0,5.0,0.0
104.0,58.0,0.0
9.0,18.0,0.0
30.0,3.0,118.0
166.0,0.0,0.0
72.0,32.0,0.0
0.0,9.0,167.0
11.0,0.0,114.0
58.0,0.0,36.0
14.0,65.0,47.0
10.0,148.0,19.0
43.0,92.0,92.0
1.0,192.0,83.0
1.0,0.0,0.0
17.0,62.0,57.0
174.0,56.0,38.0
11.0,54.0,0.0
11.0,42.0,0.0
71.0,34.0,1.0
41.0,0.0,102.0
241.0,0.0,0.0
117.0,94.0,0.0
105.0,9.0,0.0
71.0,0.0,0.0
225.0,0.0,0.0
7.0,131.0,8.0
59.0,38.0,0.0
195.0,0.0,70.0
225.0,135.0,0.0
20.0,69.0,110.0
4.0,3.0,173.0
12.0,152.0,106.0
1.0,68.0,38.0
32.0,39.0,0.0
10.0,1.0,121.0
136.0,21.0,25.0
2.0,188.0,0.0
84.0,86.0,207.0
10.0,170.0,5.0
0.0,40.0,0.0
107.0,1.0,1.0
36.0,0.0,92.0
66.0,18.0,90.0
1.0,3.0,18.0
69.0,0.0,131.0
11.0,31.0,0.0
90.0,4.0,121.0
153.0,30.0,112.0
44.0,0.0,34.0
30.0,28.0,39.0
20.0,47.0,16.0
40.0,0.0,15.0
0.0,44.0,96.0
3.0,51.0,90.0
4.0,57.0,55.0
139.0,65.0,105.0
20.0,170.0,0.0
30.0,60.0,33.0
46.0,39.0,3.0
64.0,40.0,14.0
44.0,213.0,0.0
65.0,59.0,2.0
2.0,176.0,66.0
15.0,0.0,0.0
104.0,45.0,2.0
76.0,0.0,1.0
23.0,40.0,0.0
2.0,3.0,0.0
17.0,38.0,25.0
20.0,61.0,4.0
255.0,54.0,55.0
11.0,36.0,30.0
30.0,139.0,0.0
117.0,12.0,21.0
183.0,46.0,92.0
255.0,24.0,77.0
39.0,17.0,137.0
253.0,5.0,105.0
0.0,9.0,124.0
165.0,79.0,0.0
38.0,130.0,0.0
46.0,45.0,0.0
10.0,91.0,146.0
108.0,21.0,7.0
35.0,44.0,0.0
79.0,1.0,3.0
16.0,0.0,21.0
39.0,123.0,70.0
87.0,44.0,0.0
33.0,51.0,55.0
23.0,48.0,13.0
12.0,5.0,52.0
32.0,69.0,80.0
115.0,77.0,41.0
12.0,67.0,0.0
0.0,89.0,95.0
8.0,151.0,18.0
151.0,38.0,124.0
0.0,51.0,0.0
83.0,56.0,0.0
254.0,13.0,0.0
87.0,2.0,51.0
153.0,0.0,0.0
25.0,26.0,5.0
87.0,127.0,0.0
143.0,182.0,0.0
35.0,124.0,0.0
110.0,21.0,64.0
2.0,28.0,77.0
32.0,33.0,57.0
54.0,0.0,0.0
0.0,7.0,75.0
0.0,206.0,2.0
46.0,2.0,187.0
83.0,0.0,0.0
21.0,7.0,99.0
132.0,55.0,0.0
177.0,121.0,9.0
57.0,0.0,40.0
130.0,45.0,249.0
154.0,0.0,0.0
51.0,0.0,23.0
115.0,11.0,73.0
24.0,3.0,0.0
81.0,7.0,34.0
104.0,1.0,0.0
48.0,0.0,29.0
230.0,7.0,121.0
8.0,43.0,0.0
0.0,29.0,0.0
15.0,10.0,0.0
0.0,2.0,62.0
26.0,31.0,0.0
11.0,0.0,8.0
13.0,1.0,7.0
129.0,171.0,40.0
9.0,0.0,0.0
30.0,19.0,57.0
169.0,29.0,5.0
0.0,0.0,3.0
2.0,106.0,0.0
45.0,27.0,3.0
68.0,0.0,5.0
84.0,1.0,0.0
11.0,0.0,32.0
0.0,74.0,0.0
31.0,126.0,0.0
66.0,2.0,0.0
89.0,3.0,0.0
64.0,20.0,42.0
12.0,2.0,99.0
23.0,0.0,134.0
9.0,17.0,87.0
32.0,0.0,82.0
10.0,3.0,66.0
11.0,44.0,124.0
35.0,0.0,82.0
29.0,37.0,93.0
136.0,3.0,126.0
84.0,0.0,115.0
10.0,5.0,86.0
39.0,117.0,10.0
187.0,0.0,90.0
131.0,169.0,186.0
13.0,13.0,77.0
132.0,37.0,56.0
3.0,15.0,75.0
0.0,108.0,59.0
0.0,15.0,3.0
156.0,17.0,0.0
32.0,0.0,69.0
8.0,0.0,69.0
8.0,0.0,6.0
15.0,83.0,0.0
50.0,0.0,103.0
126.0,18.0,86.0
32.0,0.0,0.0
27.0,4.0,0.0
128.0,0.0,120.0
23.0,6.0,0.0
17.0,0.0,0.0
42.0,20.0,42.0
81.0,0.0,7.0
1.0,170.0,0.0
0.0,34.0,75.0
147.0,1.0,66.0
23.0,102.0,0.0
2.0,133.0,0.0
12.0,81.0,47.0
7.0,51.0,61.0
247.0,3.0,127.0
90.0,31.0,18.0
62.0,0.0,6.0
0.0,156.0,7.0
30.0,16.0,0.0
2.0,2.0,52.0
231.0,32.0,0.0
17.0,4.0,149.0
191.0,1.0,37.0
40.0,36.0,43.0
33.0,3.0,57.0
0.0,185.0,0.0
10.0,88.0,0.0
32.0,54.0,0.0
0.0,2.0,48.0
2.0,0.0,232.0
31.0,2.0,7.0
119.0,33.0,0.0
0.0,13.0,50.0
41.0,0.0,111.0
20.0,0.0,81.0
69.0,37.0,0.0
0.0,129.0,53.0
0.0,9.0,58.0
14.0,8.0,0.0
27.0,18.0,76.0
0.0,42.0,92.0
51.0,0.0,6.0
65.0,0.0,75.0
97.0,6.0,128.0
2.0,135.0,0.0
15.0,81.0,82.0
11.0,0.0,47.0
30.0,12.0,118.0
2.0,37.0,80.0
47.0,4.0,217.0
21.0,12.0,35.0
103.0,25.0,166.0
96.0,138.0,23.0
102.0,187.0,37.0
200.0,24.0,0.0
79.0,5.0,78.0
13.0,1.0,22.0
0.0,91.0,52.0
10.0,3.0,0.0
181.0,3.0,12.0
10.0,120.0,0.0
108.0,15.0,21.0
101.0,66.0,0.0
43.0,3.0,0.0
123.0,245.0,0.0
20.0,2.0,70.0
66.0,8.0,52.0
32.0,138.0,31.0
117.0,63.0,50.0
56.0,6.0,8.0
133.0,0.0,0.0
12.0,91.0,0.0
26.0,41.0,36.0
14.0,78.0,1.0
11.0,26.0,1.0
6.0,1.0,0.0
29.0,0.0,5.0
132.0,0.0,0.0
255.0,137.0,9.0
0.0,6.0,44.0
0.0,0.0,0.0
1.0,13.0,71.0
25.0,12.0,35.0
15.0,9.0,25.0
0.0,2.0,0.0
67.0,39.0,37.0
194.0,48.0,0.0
23.0,18.0,34.0
30.0,0.0,40.0
7.0,8.0,6.0
0.0,0.0,0.0
61.0,0.0,0.0
55.0,23.0,93.0
12.0,122.0,0.0
108.0,19.0,20.0
64.0,33.0,72.0
142.0,31.0,58.0
3.0,133.0,53.0
111.0,11.0,0.0
23.0,5.0,67.0
17.0,5.0,95.0
1.0,48.0,72.0
0.0,25.0,3.0
127.0,27.0,0.0
50.0,13.0,0.0
0.0,42.0,54.0
2.0,14.0,0.0
28.0,0.0,0.0
41.0,16.0,23.0
2.0,162.0,5.0
97.0,76.0,44.0
31.0,162.0,56.0
9.0,205.0,11.0
0.0,201.0,0.0
175.0,0.0,12.0
30.0,0.0,1.0
137.0,0.0,58.0
71.0,54.0,35.0
51.0,0.0,7.0
44.0,9.0,16.0
140.0,12.0,52.0
26.0,0.0,254.0
194.0,0.0,1.0
26.0,3.0,0.0
54.0,149.0,92.0
252.0,27.0,1.0
13.0,12.0,0.0
9.0,23.0,22.0
24.0,2.0,73.0
13.0,10.0,192.0
122.0,27.0,24.0
0.0,189.0,93.0
0.0,0.0,49.0
39.0,19.0,0.0
32.0,38.0,0.0
30.0,48.0,6.0
108.0,0.0,39.0
15.0,0.0,48.0
64.0,15.0,210.0
0.0,3.0,0.0
22.0,6.0,255.0
20.0,28.0,125.0
157.0,1.0,99.0
0.0,51.0,55.0
22.0,95.0,0.0
30.0,39.0,37.0
12.0,27.0,0.0
2.0,12.0,82.0
9.0,0.0,44.0
23.0,13.0,40.0
7.0,1.0,17.0
0.0,26.0,0.0
35.0,8.0,142.0
150.0,127.0,2.0
15.0,1.0,2.0
95.0,0.0,3.0
6.0,255.0,67.0
169.0,6.0,175.0
69.0,28.0,121.0
70.0,56.0,38.0
0.0,12.0,0.0
65.0,0.0,0.0
68.0,4.0,205.0
20.0,161.0,0.0
129.0,214.0,40.0
69.0,3.0,126.0
8.0,74.0,25.0
189.0,1.0,0.0
62.0,14.0,0.0
90.0,0.0,46.0
0.0,0.0,0.0
0.0,19.0,9.0
0.0,15.0,0.0
175.0,10.0,3.0
65.0,18.0,0.0
89.0,0.0,70.0
115.0,203.0,0.0
27.0,1.0,0.0
0.0,0.0,0.0
42.0,172.0,0.0
55.0,0.0,27.0
4.0,20.0,50.0
82.0,1.0,76.0
7.0,4.0,0.0
158.0,16.0,5.0
5.0,83.0,178.0
7.0,6.0,46.0
11.0,3.0,123.0
75.0,16.0,4.0
225.0,7.0,31.0
0.0,17.0,20.0
8.0,0.0,105.0
23.0,56.0,0.0
67.0,19.0,0.0
12.0,21.0,0.0
31.0,35.0,90.0
1.0,19.0,0.0
0.0,9.0,42.0
104.0,3.0,70.0
167.0,51.0,155.0
143.0,32.0,57.0
238.0,0.0,0.0
107.0,1.0,0.0
0.0,0.0,58.0
0.0,45.0,119.0
102.0,0.0,0.0
9.0,22.0,0.0
14.0,2.0,209.0
97.0,14.0,17.0
49.0,115.0,10.0
11.0,0.0,0.0
16.0,15.0,0.0
4.0,12.0,0.0
49.0,131.0,161.0
28.0,0.0,0.0
17.0,0.0,96.0
30.0,6.0,131.0
41.0,1.0,0.0
17.0,18.0,20.0
164.0,0.0,0.0
138.0,4.0,0.0
36.0,27.0,119.0
150.0,42.0,34.0
12.0,30.0,55.0
227.0,35.0,18.0
91.0,47.0,55.0
77.0,58.0,5.0
15.0,11.0,26.0
90.0,117.0,116.0
39.0,14.0,22.0
202.0,0.0,50.0
147.0,0.0,123.0
0.0,76.0,0.0
204.0,40.0,23.0
218.0,27.0,39.0
8.0,40.0,0.0
3.0,26.0,7.0
21.0,150.0,0.0
28.0,7.0,7.0
9.0,38.0,9.0
86.0,8.0,152.0
0.0,0.0,0.0
1.0,1.0,114.0
0.0,28.0,0.0
95.0,43.0,26.0
125.0,59.0,117.0
32.0,0.0,0.0
0.0,0.0,165.0
162.0,0.0,0.0
0.0,13.0,0.0
63.0,49.0,53.0
46.0,236.0,206.0
32.0,58.0,78.0
65.0,59.0,54.0
193.0,77.0,92.0
219.0,1.0,103.0
182.0,208.0,45.0
0.0,59.0,0.0
67.0,51.0,23.0
225.0,2.0,44.0
255.0,88.0,0.0
59.0,210.0,66.0
94.0,0.0,5.0
3.0,14.0,87.0
26.0,8.0,0.0
36.0,42.0,0.0
146.0,52.0,35.0
2.0,28.0,33.0
108.0,0.0,46.0
22.0,0.0,26.0
12.0,106.0,24.0
90.0,36.0,35.0
160.0,0.0,100.0
10.0,0.0,54.0
75.0,5.0,1.0
30.0,0.0,44.0
8.0,124.0,73.0
114.0,21.0,129.0
145.0,37.0,131.0
26.0,34.0,27.0
73.0,34.0,39.0
0.0,12.0,1.0
254.0,0.0,0.0
27.0,1.0,0.0
3.0,16.0,242.0
97.0,66.0,0.0
71.0,0.0,0.0
68.0,33.0,50.0
12.0,0.0,89.0
55.0,9.0,53.0
25.0,30.0,0.0
7.0,124.0,197.0
49.0,12.0,37.0
0.0,0.0,39.0
13.0,41.0,160.0
45.0,165.0,53.0
0.0,2.0,237.0
252.0,13.0,0.0
116.0,47.0,41.0
0.0,8.0,75.0
72.0,94.0,20.0
5.0,211.0,0.0
0.0,202.0,52.0
55.0,22.0,17.0
172.0,14.0,100.0
82.0,206.0,19.0
12.0,0.0,44.0
64.0,6.0,156.0
10.0,18.0,0.0
167.0,11.0,56.0
201.0,45.0,6.0
35.0,102.0,0.0
189.0,7.0,14.0
16.0,92.0,76.0
6.0,21.0,50.0
121.0,114.0,23.0
0.0,3.0,29.0
2.0,197.0,0.0
237.0,22.0,255.0
30.0,114.0,102.0
143.0,36.0,39.0
69.0,90.0,22.0
32.0,11.0,125.0
30.0,151.0,15.0
124.0,1.0,59.0
98.0,51.0,0.0
26.0,0.0,0.0
31.0,7.0,210.0
53.0,15.0,104.0
89.0,41.0,48.0
12.0,0.0,0.0
79.0,30.0,18.0
32.0,18.0,107.0
0.0,26.0,0.0
10.0,155.0,0.0
133.0,2.0,0.0
2.0,0.0,7.0
26.0,2.0,40.0
15.0,0.0,44.0
129.0,34.0,24.0
11.0,2.0,9.0
41.0,0.0,0.0
8.0,32.0,77.0
31.0,5.0,17.0
30.0,22.0,0.0
39.0,0.0,66.0
8.0,43.0,0.0
238.0,80.0,48.0
35.0,82.0,17.0
26.0,21.0,1.0
5.0,0.0,0.0
37.0,7.0,207.0
1.0,1.0,0.0
9.0,80.0,45.0
161.0,10.0,58.0
74.0,5.0,44.0
0.0,10.0,67.0
28.0,34.0,0.0
0.0,12.0,0.0
0.0,43.0,172.0
229.0,69.0,0.0
50.0,12.0,0.0
22.0,0.0,201.0
127.0,109.0,169.0
76.0,1.0,54.0
40.0,20.0,0.0
17.0,122.0,5.0
0.0,0.0,16.0
1.0,13.0,44.0
0.0,18.0,110.0
41.0,3.0,45.0
81.0,48.0,96.0
19.0,18.0,146.0
1.0,0.0,4.0
33.0,0.0,0.0
1.0,170.0,0.0
118.0,8.0,0.0
26.0,12.0,0.0
21.0,4.0,0.0
140.0,14.0,0.0
80.0,0.0,77.0
30.0,36.0,0.0
23.0,21.0,146.0
20.0,12.0,63.0
64.0,75.0,11.0
92.0,13.0,0.0
17.0,48.0,35.0
0.0,123.0,15.0
46.0,3.0,55.0
0.0,13.0,12.0
33.0,18.0,0.0
34.0,32.0,0.0
41.0,0.0,35.0
191.0,6.0,40.0
20.0,44.0,84.0
29.0,33.0,0.0
49.0,4.0,129.0
226.0,12.0,0.0
39.0,46.0,0.0
0.0,48.0,0.0
7.0,30.0,0.0
161.0,19.0,22.0
120.0,12.0,14.0
19.0,4.0,64.0
23.0,29.0,6.0
64.0,50.0,104.0
6.0,0.0,220.0
65.0,5.0,228.0
52.0,13.0,112.0
69.0,0.0,52.0
59.0,21.0,119.0
119.0,79.0,0.0
0.0,31.0,26.0
64.0,39.0,65.0
6.0,103.0,9.0
18.0,8.0,7.0
208.0,0.0,151.0
29.0,0.0,41.0
14.0,1.0,33.0
54.0,1.0,0.0
32.0,2.0,1.0
0.0,23.0,12.0
3.0,1.0,0.0
25.0,201.0,30.0
11.0,4.0,0.0
0.0,1.0,0.0
34.0,0.0,45.0
19.0,0.0,80.0
7.0,7.0,49.0
19.0,47.0,57.0
64.0,0.0,0.0
23.0,4.0,0.0
24.0,90.0,35.0
9.0,2.0,0.0
102.0,61.0,58.0
32.0,0.0,125.0
32.0,145.0,37.0
102.0,2.0,51.0
31.0,7.0,0.0
83.0,0.0,69.0
1.0,175.0,0.0
48.0,86.0,13.0
0.0,3.0,0.0
195.0,82.0,0.0
25.0,3.0,74.0
0.0,0.0,16.0
127.0,0.0,0.0
2.0,0.0,86.0
104.0,0.0,29.0
7.0,0.0,0.0
14.0,4.0,61.0
121.0,3.0,17.0
29.0,121.0,0.0
8.0,1.0,0.0
210.0,3.0,30.0
15.0,37.0,57.0
12.0,45.0,0.0
125.0,242.0,0.0
45.0,55.0,55.0
28.0,105.0,79.0
10.0,6.0,3.0
26.0,16.0,5.0
43.0,195.0,209.0
69.0,4.0,65.0
135.0,3.0,210.0
12.0,0.0,0.0
10.0,179.0,59.0
150.0,8.0,65.0
1.0,93.0,119.0
5.0,0.0,0.0
19.0,2.0,90.0
196.0,229.0,65.0
0.0,255.0,82.0
2.0,30.0,42.0
30.0,41.0,68.0
81.0,4.0,0.0
135.0,221.0,75.0
65.0,0.0,170.0
0.0,3.0,0.0
11.0,3.0,85.0
249.0,61.0,25.0
9.0,14.0,75.0
12.0,41.0,38.0
32.0,1.0,21.0
0.0,10.0,30.0
28.0,6.0,7.0
116.0,0.0,51.0
47.0,1.0,44.0
13.0,1.0,104.0
216.0,0.0,0.0
72.0,1.0,80.0
116.0,7.0,0.0
75.0,118.0,69.0
16.0,252.0,0.0
117.0,56.0,14.0
23.0,0.0,0.0
226.0,3.0,255.0
13.0,15.0,0.0
11.0,0.0,121.0
4.0,1.0,88.0
154.0,21.0,36.0
59.0,0.0,37.0
0.0,3.0,41.0
0.0,0.0,48.0
12.0,1.0,30.0
82.0,1.0,33.0
25.0,22.0,66.0
12.0,6.0,0.0
158.0,0.0,35.0
119.0,89.0,130.0
1.0,7.0,73.0
41.0,89.0,15.0
172.0,137.0,53.0
211.0,4.0,103.0
35.0,245.0,55.0
68.0,239.0,0.0
0.0,0.0,6.0
126.0,0.0,216.0
27.0,0.0,73.0
35.0,117.0,51.0
1.0,192.0,235.0
66.0,3.0,213.0
162.0,0.0,230.0
126.0,0.0,147.0
1.0,7.0,75.0
12.0,0.0,5.0
5.0,59.0,0.0
12.0,27.0,66.0
23.0,2.0,17.0
187.0,2.0,5.0
0.0,1.0,101.0
121.0,0.0,3.0
0.0,1.0,62.0
0.0,21.0,239.0
122.0,2.0,217.0
245.0,1.0,3.0
147.0,0.0,71.0
2.0,0.0,167.0
0.0,6.0,0.0
65.0,1.0,170.0
8.0,94.0,0.0
115.0,139.0,210.0
9.0,11.0,247.0
33.0,210.0,41.0
89.0,0.0,37.0
4.0,162.0,0.0
11.0,203.0,7.0
0.0,1.0,0.0
232.0,1.0,168.0
69.0,1.0,39.0
0.0,59.0,170.0
217.0,1.0,0.0
21.0,11.0,0.0
140.0,111.0,189.0
12.0,1.0,0.0
3.0,1.0,188.0
162.0,194.0,205.0
231.0,0.0,3.0
30.0,7.0,207.0
3.0,227.0,1.0
38.0,30.0,20.0
38.0,3.0,0.0
155.0,173.0,170.0
26.0,2.0,172.0
20.0,214.0,126.0
3.0,1.0,164.0
111.0,41.0,33.0
1.0,153.0,105.0
1.0,167.0,20.0
11.0,219.0,12.0
0.0,5.0,0.0
220.0,193.0,109.0
23.0,12.0,175.0
26.0,0.0,98.0
8.0,128.0,2.0
7.0,232.0,22.0
227.0,1.0,0.0
0.0,147.0,201.0
12.0,39.0,0.0
82.0,2.0,229.0
94.0,0.0,211.0
19.0,3.0,229.0
39.0,0.0,15.0
75.0,0.0,16.0
11.0,4.0,219.0
20.0,1.0,47.0
18.0,13.0,215.0
23.0,4.0,56.0
4.0,244.0,6.0
1.0,24.0,1.0
33.0,155.0,239.0
13.0,3.0,0.0
179.0,3.0,245.0
76.0,216.0,206.0
14.0,34.0,211.0
142.0,0.0,16.0
107.0,1.0,205.0
0.0,156.0,180.0
0.0,49.0,43.0
205.0,148.0,1.0
64.0,23.0,207.0
255.0,115.0,14.0
33.0,24.0,12.0
40.0,6.0,255.0
25.0,5.0,0.0
26.0,70.0,41.0
60.0,2.0,0.0
69.0,192.0,36.0
5.0,2.0,0.0
180.0,1.0,26.0
156.0,3.0,7.0
33.0,0.0,178.0
0.0,6.0,137.0
7.0,0.0,14.0
7.0,0.0,145.0
91.0,29.0,255.0
