,loss,accuracy,val_loss,val_accuracy
0,5.218432426452637,0.4432015120983124,27.568870544433594,0.48150646686553955
1,1.6940624713897705,0.4673073887825012,1.2233397960662842,0.48150646686553955
2,1.1688123941421509,0.4851110875606537,1.244138479232788,0.47718682885169983
3,1.1493676900863647,0.5043327808380127,2.435086488723755,0.24055075645446777
4,1.1521586179733276,0.504490315914154,1.1657392978668213,0.49460044503211975
5,1.150741696357727,0.47959667444229126,1.2055881023406982,0.48150646686553955
6,1.119546890258789,0.49078303575515747,1.2158536911010742,0.38282936811447144
7,1.0916531085968018,0.5167796015739441,4.965576648712158,0.07397408038377762
8,1.0874828100204468,0.5117378234863281,1.3212617635726929,0.5454913377761841
9,1.1068936586380005,0.5150464773178101,2.3536462783813477,0.35691145062446594
10,1.0980700254440308,0.5356861352920532,2.232445001602173,0.571814239025116
11,1.0526913404464722,0.5725539922714233,1.0759118795394897,0.5896328091621399
12,1.030824899673462,0.5890972018241882,1.1179625988006592,0.5460312962532043
13,1.0091063976287842,0.592878520488739,0.9901604056358337,0.6101511716842651
14,0.9897671937942505,0.6098944544792175,0.9855269193649292,0.5932775139808655
15,0.9600045680999756,0.6213959455490112,1.04085373878479,0.5847732424736023
16,0.9358294606208801,0.6283283233642578,0.9864845871925354,0.5888229012489319
17,0.9360644817352295,0.6236016750335693,1.048846960067749,0.5600702166557312
18,0.91023188829422,0.6390420794487,1.2985234260559082,0.5213282704353333
19,0.9099406599998474,0.6377816200256348,0.9237799644470215,0.6183855533599854
20,0.9049717783927917,0.6344729661941528,0.9392904043197632,0.6283747553825378
21,0.899099588394165,0.6434535980224609,1.0403650999069214,0.6142008900642395
22,0.9055618643760681,0.6406176090240479,1.1010712385177612,0.5234881043434143
23,0.8845165371894836,0.6577910780906677,1.023992896080017,0.605426549911499
24,0.8838232755661011,0.6566882133483887,1.2015302181243896,0.4411447048187256
25,0.8526546955108643,0.6710256934165955,1.0502092838287354,0.5604751706123352
26,0.8683302998542786,0.6697652339935303,1.1297861337661743,0.5160636901855469
27,0.9021375179290771,0.6503860354423523,13.98802661895752,0.23866090178489685
28,1.0458437204360962,0.5868914723396301,1.1971458196640015,0.441549688577652
