,loss,accuracy,val_loss,val_accuracy
0,6.875454902648926,0.2729800343513489,26.078344345092773,0.17089632153511047
1,1.4342607259750366,0.33292442560195923,1.2993314266204834,0.4936555027961731
2,1.0878007411956787,0.44545304775238037,3.7600693702697754,0.3022408187389374
3,0.9921374320983887,0.4676970839500427,4.343711853027344,0.1190604716539383
4,0.9431490898132324,0.5286228060722351,7.087012767791748,0.1707613319158554
5,0.8517375588417053,0.5888125896453857,3.636000394821167,0.22354212403297424
6,0.82647305727005,0.6010794639587402,2.4717423915863037,0.25337472558021545
7,0.7775954604148865,0.6259404420852661,1.464212417602539,0.3729751706123352
8,0.7789679169654846,0.6286391615867615,3.7751574516296387,0.17089632153511047
9,0.7021549940109253,0.6485115885734558,3.390629768371582,0.2240820676088333
10,0.6958399415016174,0.6507196426391602,1.7150951623916626,0.5098541975021362
11,0.6684402227401733,0.6625776886940002,1.2559330463409424,0.5071544051170349
12,0.6624121069908142,0.6649492979049683,1.396939992904663,0.5576403737068176
13,0.6565980315208435,0.6638861894607544,1.218088984489441,0.5167386531829834
14,0.6587893962860107,0.663722574710846,0.8136407136917114,0.667521595954895
15,0.659803569316864,0.6742721796035767,5.621875286102295,0.5434665083885193
16,0.6741933226585388,0.6674844622612,1.9490952491760254,0.22759179770946503
